	connective tissue disease	lower respiratory tract disease	autoimmune disease	primary immunodeficiency disease	autosomal genetic disease	autosomal dominant disease	organ system cancer	cell type cancer	kidney disease	carcinoma	skin disease	brain disease	heart disease	intrinsic cardiomyopathy	cardiomyopathy	autosomal recessive disease	X-linked dominant disease	X-linked monogenic disease	bone disease	bone remodeling disease	congenital nervous system abnormality	bone marrow disease	hematologic cancer	dysostosis	bone development disease	osteochondrodysplasia	X-linked recessive disease	motor neuron disease	neurodegenerative disease	neuromuscular disease	Charcot-Marie-Tooth disease type 2	Charcot-Marie-Tooth disease	neuropathy	anemia	aplastic anemia	myopathy	muscular disease	muscular dystrophy	muscle tissue disease	cerebellar disease	eye degenerative disease	macular degeneration	retinal degeneration	eye disease	retinal disease	tooth disease	mouth disease	spinal disease	artery disease	vascular disease	developmental disorder of mental health	syndromic X-linked intellectual disability	intellectual disability	specific developmental disorder	syndromic intellectual disability	heart conduction disease	cerebellar ataxia	hereditary ataxia	autosomal recessive cerebellar ataxia	gonadal disease	disorder of sexual development	autosomal dominant cerebellar ataxia	paraplegia	hereditary spastic paraplegia	digenic disease	severe combined immunodeficiency	combined immunodeficiency	B cell deficiency	agammaglobulinemia	congenital myopathy	blood coagulation disease	ciliopathy	Joubert syndrome	epilepsy	nonsyndromic deafness	autosomal dominant nonsyndromic deafness	auditory system disease	leukodystrophy	cerebral degeneration	developmental and epileptic encephalopathy	electroclinical syndrome	autosomal dominant intellectual developmental disorder	spermatogenic failure	male reproductive system disease	male infertility	congenital disorder of glycosylation	lens disease	cataract	autosomal recessive intellectual developmental disorder	non-syndromic X-linked intellectual disability	non-syndromic intellectual disability	autosomal recessive nonsyndromic deafness	primary ciliary dyskinesia	retinitis pigmentosa	intestinal disease	gastrointestinal system cancer	female reproductive system disease	ovarian disease	dilated cardiomyopathy	congenital hypoplastic anemia	colorectal cancer	intestinal cancer	large intestine cancer
XLNET	0.5820155261644624	0.7137931034482758	0.47408536585365857	0.7767857142857143	0.5389048991354467	0.6590350877192982	0.809322033898305	0.7586206896551724	0.560849598163031	0.6726190476190477	0.6184210526315789	0.6148484848484849	0.6661096256684492	0.7679245283018868	0.709433962264151	0.5924561403508772	0.5564516129032258	0.5305602716468591	0.58759546401296	0.7035714285714285	0.6861111111111111	0.684	0.6122448979591837	0.5364583333333333	0.669237012987013	0.523224043715847	0.5701754385964912	0.5075757575757576	0.5728571428571428	0.8189349112426035	0.8437500000000001	0.8622159090909092	0.7078651685393258	0.6629999999999999	0.8629032258064515	0.7023809523809524	0.7078681552365762	0.7567567567567568	0.6133509583608724	0.6283950617283951	0.452054794520548	0.71875	0.5738747553816046	0.6513643659711076	0.5256410256410257	0.81875	0.7202380952380952	0.7797619047619048	0.7708333333333333	0.4046875	0.756	0.5909090909090909	0.7362351190476191	0.6819023374218931	0.8567073170731707	0.43478260869565216	0.45170454545454547	0.4225490196078432	0.7321428571428571	0.761171032357473	0.5795454545454546	0.7395833333333334	0.8619186046511627	0.7180232558139535	0.586021505376344	0.89375	0.5734375	0.56	0.65625	0.8115384615384615	0.8270676691729323	0.9079365079365078	0.94375	0.6446834415584415	0.5632478632478632	0.6805555555555556	0.44188034188034186	0.8333333333333334	0.7586206896551725	0.8128205128205128	0.5571965628356605	0.8681506849315068	0.7481203007518797	0.6625	0.7328125000000001	0.9551724137931034	0.6796875	0.6209677419354839	0.6541095890410958	0.53125	0.5249999999999999	0.6306729264475743	0.9159999999999999	0.4384057971014493	0.6051587301587302	0.644736842105263	0.5	0.49375	0.7896551724137931	0.9259259259259259	0.7083333333333334	0.8392857142857144	0.47619047619047616
BERT-PFAM	0.5628234617596319	0.7068965517241379	0.538109756097561	0.7339285714285715	0.536478082815107	0.599122807017544	0.7988209285187914	0.9448275862068966	0.6831228473019518	0.8154761904761905	0.5808662280701754	0.6057575757575757	0.516042780748663	0.6415094339622641	0.6018867924528303	0.5987719298245615	0.8279569892473119	0.4792020373514432	0.5624855357556122	0.6964285714285714	0.6472222222222221	0.56	0.5693877551020408	0.5703125	0.6974431818181818	0.6577868852459016	0.5380116959064327	0.5328282828282829	0.6257142857142858	0.5556213017751479	0.8125000000000001	0.671875	0.6741573033707865	0.6839999999999999	0.8360215053763441	0.6383928571428572	0.6467304625199362	0.8416988416988416	0.549239920687376	0.5716049382716049	0.5919765166340508	0.64375	0.7304305283757339	0.5827447833065811	0.5463980463980463	0.8	0.6726190476190477	0.5059523809523809	0.765625	0.35	0.6675555555555556	0.48989898989898994	0.7144097222222221	0.5768340661883824	0.7545731707317074	0.75	0.45738636363636365	0.4598039215686275	0.6309523809523809	0.5855161787365177	0.6875	0.7291666666666667	0.7441860465116279	0.8502906976744187	0.5940860215053764	0.725	0.7	0.552	0.7125	0.5461538461538461	0.8270676691729323	0.9317460317460317	0.85625	0.7544642857142857	0.6542735042735043	0.6	0.48034188034188036	0.7851851851851852	0.6448275862068966	0.811965811965812	0.5921052631578947	0.8595890410958904	0.5601503759398496	0.7413461538461539	0.6640625	0.9724137931034482	0.7708333333333333	0.7634408602150538	0.6027397260273972	0.6812499999999999	0.6812499999999999	0.6244131455399061	0.92	0.5446859903381642	0.6706349206349207	0.7951127819548872	0.5519999999999999	0.7187500000000001	0.710344827586207	0.8962962962962964	0.7857142857142857	0.9702380952380952	0.45833333333333337
BERT-BFD	0.5838844163312249	0.8034482758620691	0.6280487804878049	0.7664540816326532	0.5750796299105112	0.617719298245614	0.7479734708916729	0.7206896551724138	0.5034443168771527	0.6190476190476191	0.6011513157894737	0.6154545454545454	0.6046122994652406	0.5009433962264151	0.7415094339622642	0.615204678362573	0.6129032258064515	0.5755517826825127	0.6603795417727378	0.7607142857142857	0.6944444444444443	0.528	0.6469387755102041	0.7135416666666666	0.6966314935064936	0.6577868852459017	0.4583333333333333	0.40404040404040403	0.6484126984126984	0.7627218934911242	0.7916666666666667	0.8380681818181819	0.6450760079312623	0.764	0.9435483870967742	0.640625	0.6204146730462521	0.667953667953668	0.4993390614672836	0.7382716049382717	0.6203522504892368	0.6	0.6012720156555773	0.6117174959871589	0.5280830280830281	0.8625	0.7380952380952381	0.5773809523809524	0.4479166666666667	0.3890625	0.7084444444444444	0.6414141414141413	0.7234623015873016	0.6306410553112705	0.6295731707317074	0.5597826086956522	0.5738636363636364	0.6264705882352941	0.6071428571428571	0.5685670261941448	0.4375	0.6979166666666665	0.8386627906976744	0.8517441860465115	0.5887096774193548	0.80625	0.609375	0.556	0.6625	0.523076923076923	0.7161654135338346	0.9492063492063492	0.875	0.7059659090909091	0.6316239316239316	0.6555555555555556	0.49700854700854696	0.562962962962963	0.32758620689655177	0.8235042735042735	0.6498388829215896	0.8732876712328768	0.7706766917293234	0.7086538461538461	0.7578125	0.903448275862069	0.7109375	0.6236559139784946	0.7705479452054795	0.5125	0.7250000000000001	0.6541471048513302	0.9560000000000001	0.538647342995169	0.611111111111111	0.6992481203007519	0.6880000000000001	0.6937500000000001	0.7068965517241379	0.8666666666666667	0.7678571428571429	0.8214285714285714	0.5357142857142857
UNIREP	0.6062392179413456	0.7413793103448276	0.646341463414634	0.7812500000000001	0.547664189291673	0.6093859649122807	0.7498157700810613	0.8275862068965518	0.7336394948335248	0.7202380952380952	0.4676535087719298	0.6704545454545454	0.5912433155080213	0.47735849056603774	0.5669811320754717	0.63	0.3924731182795698	0.48089983022071303	0.48484147188150895	0.6428571428571429	0.6861111111111111	0.54	0.6857142857142857	0.5572916666666667	0.5708198051948052	0.7110655737704917	0.5570175438596492	0.5454545454545454	0.6266666666666667	0.7177514792899409	0.46875	0.6903409090909091	0.650363516192994	0.499	0.685483870967742	0.6588541666666667	0.6706539074960128	0.6583011583011582	0.5588235294117647	0.6506172839506172	0.4368884540117417	0.675	0.6179060665362035	0.6345104333868379	0.4511599511599512	0.46249999999999997	0.9464285714285714	0.375	0.6614583333333334	0.55625	0.6636666666666667	0.5378787878787878	0.7005208333333334	0.5938440175885211	0.8826219512195121	0.5489130434782608	0.6136363636363636	0.6254901960784314	0.5357142857142857	0.6363636363636364	0.6590909090909091	0.8125000000000001	0.7965116279069768	0.7674418604651163	0.7419354838709677	0.73125	0.5203125	0.6639999999999999	0.45	0.7692307692307693	0.8421052631578947	0.8492063492063493	0.9125	0.6568587662337663	0.49914529914529904	0.425	0.5376068376068376	0.5444444444444445	0.7379310344827587	0.7166666666666667	0.5238990332975295	0.8253424657534246	0.42669172932330823	0.8278846153846153	0.5687500000000001	0.9586206896551724	0.6145833333333333	0.7311827956989246	0.7294520547945206	0.76875	0.51875	0.6400625978090767	0.916	0.40821256038647347	0.6309523809523809	0.7330827067669173	0.304	0.7625	0.4655172413793104	0.8185185185185184	0.7023809523809523	0.738095238095238	0.5535714285714286
LEARNED-VEC	0.5835968947671076	0.7896551724137932	0.38871951219512196	0.7024234693877551	0.5651448505991202	0.5692105263157895	0.7315770081061165	0.8724137931034482	0.5786452353616534	0.7916666666666666	0.5095942982456141	0.5742424242424242	0.5738636363636364	0.6764150943396227	0.7084905660377359	0.5722222222222223	0.5860215053763441	0.5318336162988115	0.618838231890766	0.7535714285714286	0.8583333333333334	0.8760000000000001	0.5326530612244897	0.6328125	0.6288555194805194	0.5587431693989071	0.5789473684210527	0.36363636363636365	0.5306349206349206	0.6775147928994083	0.6458333333333334	0.6619318181818182	0.5631196298744217	0.552	0.7311827956989246	0.5323660714285714	0.6371610845295056	0.4922779922779923	0.5138797091870456	0.4765432098765432	0.49461839530332674	0.59375	0.6516634050880628	0.5579454253611557	0.6962759462759462	0.325	0.744047619047619	0.625	0.5885416666666666	0.3375	0.6333333333333334	0.6818181818181819	0.7338789682539683	0.5148113862531821	0.7286585365853658	0.5543478260869565	0.28125	0.3803921568627451	0.3630952380952381	0.5084745762711864	0.5397727272727273	0.6302083333333333	0.8008720930232558	0.7616279069767442	0.6720430107526882	0.8125	0.6062500000000001	0.528	0.59375	0.7153846153846155	0.7124060150375939	0.9142857142857143	0.8937499999999999	0.7226055194805195	0.6478632478632479	0.7972222222222222	0.5017094017094017	0.7814814814814816	0.6275862068965516	0.7923076923076924	0.5741138560687433	0.8835616438356164	0.6221804511278195	0.7201923076923078	0.7640625	0.9137931034482758	0.6822916666666667	0.7876344086021505	0.4554794520547945	0.42499999999999993	0.3625	0.539906103286385	0.912	0.4722222222222222	0.4246031746031746	0.8176691729323308	0.5640000000000001	0.7	0.7655172413793103	0.6370370370370371	0.7142857142857143	0.8571428571428571	0.5059523809523809
AAC	0.5246549741230593	0.6827586206896552	0.3597560975609756	0.7456632653061225	0.5232822690732595	0.4884210526315789	0.7328666175386882	0.8517241379310345	0.6595866819747417	0.7321428571428571	0.5419407894736842	0.5762121212121213	0.6032754010695187	0.5990566037735849	0.6443396226415095	0.5623976608187135	0.543010752688172	0.5318336162988115	0.6301781994908585	0.6607142857142857	0.825	0.5720000000000001	0.4326530612244898	0.609375	0.6107954545454546	0.715846994535519	0.5862573099415205	0.46717171717171724	0.5119047619047619	0.6568047337278107	0.6041666666666667	0.5497159090909092	0.6037673496364837	0.602	0.8655913978494625	0.5874255952380952	0.6044657097288676	0.525096525096525	0.4983476536682089	0.5802469135802469	0.36203522504892366	0.51875	0.4995107632093934	0.518298555377207	0.5402930402930403	0.8875	0.7380952380952381	0.6309523809523809	0.828125	0.30937499999999996	0.5742222222222222	0.6085858585858586	0.6708829365079365	0.5830826197639436	0.711890243902439	0.7445652173913044	0.38920454545454547	0.5362745098039216	0.3869047619047619	0.49845916795069334	0.6818181818181818	0.5416666666666666	0.7994186046511629	0.6337209302325582	0.6586021505376344	0.80625	0.5515625	0.4	0.55625	0.8115384615384615	0.7819548872180451	0.8984126984126983	0.61875	0.7132711038961038	0.6384615384615384	0.6694444444444445	0.5709401709401709	0.6333333333333334	0.5689655172413793	0.8102564102564103	0.6138560687432868	0.7773972602739726	0.6616541353383458	0.6557692307692308	0.7046874999999999	0.9206896551724137	0.6875	0.7741935483870968	0.4691780821917808	0.6	0.4875	0.5086071987480438	0.928	0.5531400966183575	0.5257936507936508	0.6860902255639098	0.52	0.6687500000000001	0.8379310344827586	0.7592592592592592	0.7321428571428572	0.8452380952380952	0.5833333333333333
PFAM	0.5415828062104657	0.5982758620689654	0.6150914634146342	0.8651147959183675	0.5965607462460185	0.6456140350877192	0.7552505526897568	0.9068965517241379	0.6191159586681975	0.8660714285714286	0.5825109649122806	0.6005808080808082	0.532586898395722	0.7349056603773585	0.5433962264150943	0.5614912280701755	0.49193548387096775	0.5456281833616299	0.5266142096736867	0.6696428571428571	0.8583333333333333	0.7539999999999999	0.6999999999999998	0.43489583333333337	0.6186079545454545	0.4433060109289617	0.5511695906432749	0.6616161616161615	0.6723809523809524	0.6751479289940828	0.6979166666666666	0.7109375	0.5489094514210178	0.647	0.6881720430107526	0.7589285714285715	0.7307283359914939	0.7133204633204633	0.7141440846001321	0.5351851851851852	0.5525929549902153	0.875	0.6477495107632093	0.6151685393258428	0.5644078144078144	0.4125	0.37797619047619047	0.636904761904762	0.546875	0.3171875	0.4732777777777778	0.4861111111111111	0.6165054563492063	0.5107613978245776	0.7164634146341463	0.608695652173913	0.7109375	0.578921568627451	0.6726190476190477	0.7731124807395994	0.5767045454545454	0.796875	0.8757267441860466	0.6671511627906977	0.6115591397849461	0.609375	0.48593749999999997	0.582	0.7031250000000001	0.5634615384615385	0.599624060150376	0.5571428571428572	0.85	0.6212459415584418	0.639957264957265	0.5333333333333333	0.5425213675213675	0.3851851851851852	0.5189655172413794	0.7978632478632479	0.5315520945220193	0.8553082191780822	0.6268796992481203	0.5927884615384615	0.5953124999999999	0.9310344827586207	0.7552083333333333	0.5497311827956989	0.6258561643835617	0.44375	0.59375	0.715962441314554	0.7300000000000001	0.6243961352657006	0.6011904761904762	0.7236842105263158	0.386	0.328125	0.5551724137931034	0.4814814814814815	0.7351190476190476	0.8869047619047619	0.47023809523809523
CPC-PROT	0.6214059804485337	0.7758620689655172	0.4466463414634146	0.7031887755102041	0.5082663430911574	0.5460526315789473	0.6768607221812821	0.5448275862068965	0.5803673938002296	0.8095238095238095	0.5740131578947368	0.6142424242424243	0.6824866310160428	0.5452830188679245	0.7490566037735849	0.5573684210526316	0.6021505376344086	0.549660441426146	0.6000925711640824	0.6928571428571428	0.7277777777777777	0.704	0.6387755102040816	0.5885416666666667	0.6611201298701299	0.6420765027322404	0.5562865497076024	0.5303030303030303	0.5163492063492063	0.598224852071006	0.4635416666666667	0.5696022727272727	0.7078651685393258	0.682	0.8978494623655914	0.6082589285714285	0.6100478468899522	0.7007722007722008	0.47124917382683407	0.6481481481481481	0.5176125244618396	0.3875	0.5821917808219178	0.5039325842696629	0.5439560439560439	0.8562500000000001	0.7261904761904762	0.5773809523809524	0.35416666666666663	0.33125000000000004	0.5851111111111111	0.5227272727272727	0.6870039682539683	0.5852811849109003	0.7682926829268293	0.7228260869565217	0.31392045454545453	0.5294117647058824	0.34523809523809523	0.514637904468413	0.5	0.5677083333333334	0.686046511627907	0.748546511627907	0.696236559139785	0.49374999999999997	0.6203125	0.696	0.5375	0.8038461538461539	0.6127819548872181	0.7698412698412699	0.7	0.7177353896103896	0.5440170940170941	0.7722222222222221	0.4534188034188035	0.725925925925926	0.4758620689655173	0.7799145299145299	0.5776047261009667	0.8561643835616439	0.6541353383458646	0.6605769230769231	0.7203124999999999	0.9517241379310344	0.7265625	0.7983870967741935	0.4383561643835617	0.5062500000000001	0.68125	0.5289514866979655	0.88	0.42391304347826086	0.5079365079365079	0.6597744360902256	0.544	0.71875	0.7068965517241379	0.7851851851851852	0.8869047619047619	0.7797619047619049	0.6488095238095238
HMMER	0.6000215641173088	0.9103448275862068	0.44435975609756095	0.7885204081632654	0.5611823145760656	0.5706140350877194	0.7066138540899042	0.46551724137931033	0.5528128587830081	0.6517857142857143	0.5189144736842105	0.5738383838383838	0.6122994652406417	0.6707547169811321	0.6056603773584905	0.5726315789473684	0.4274193548387097	0.533106960950764	0.6534945614441102	0.6535714285714286	0.7555555555555556	0.6880000000000001	0.5346938775510204	0.6432291666666667	0.6773538961038961	0.5846994535519126	0.6008771929824561	0.553030303030303	0.597063492063492	0.5195266272189349	0.7239583333333334	0.6590909090909091	0.5300727032385988	0.7485	0.6747311827956989	0.6889880952380952	0.6776980329611908	0.7065637065637065	0.7012557832121612	0.6401234567901234	0.538160469667319	0.80625	0.5680039138943248	0.6801765650080256	0.5686813186813188	0.35625	0.37202380952380953	0.6428571428571428	0.84375	0.346875	0.6328333333333334	0.5454545454545454	0.6672247023809524	0.6084239759314973	0.6989329268292683	0.6358695652173912	0.7670454545454546	0.5362745098039216	0.375	0.7303543913713405	0.7670454545454545	0.5885416666666666	0.8313953488372093	0.7122093023255814	0.5873655913978495	0.74375	0.6703125	0.56	0.75625	0.6692307692307693	0.6109022556390977	0.7055555555555556	0.76875	0.6714691558441559	0.4982905982905983	0.4083333333333333	0.47393162393162397	0.4444444444444445	0.7482758620689656	0.8568376068376069	0.5319548872180451	0.738013698630137	0.7030075187969924	0.65625	0.4890625	0.7551724137931035	0.7682291666666667	0.5698924731182795	0.7465753424657534	0.5812499999999999	0.58125	0.5477308294209702	0.736	0.37560386473429946	0.48809523809523814	0.4473684210526316	0.47600000000000003	0.6125	0.5310344827586206	0.8851851851851853	0.8809523809523809	0.7738095238095238	0.5119047619047619
KSEP	0.6051610120759058	0.5931034482758621	0.6204268292682927	0.7369897959183673	0.5558167753678143	0.6367543859649123	0.7903463522476051	0.506896551724138	0.5861079219288174	0.5833333333333333	0.5101425438596491	0.6278787878787878	0.5939171122994652	0.5679245283018868	0.6367924528301887	0.5946783625730995	0.5134408602150538	0.4770797962648557	0.5974311501967137	0.5678571428571428	0.6611111111111111	0.66	0.6755102040816325	0.6041666666666667	0.6473214285714286	0.6782786885245902	0.5365497076023392	0.33838383838383834	0.5726984126984127	0.7668639053254439	0.7239583333333333	0.7528409090909091	0.6801057501652347	0.619	0.6881720430107527	0.677827380952381	0.6156299840510366	0.5752895752895753	0.5611368142762723	0.7061728395061728	0.38943248532289626	0.54375	0.40606653620352257	0.6345104333868378	0.4981684981684982	0.5	0.6904761904761905	0.47619047619047616	0.7135416666666667	0.425	0.5865555555555555	0.45707070707070707	0.7217261904761905	0.5702383707475122	0.6707317073170732	0.516304347826087	0.6392045454545454	0.55	0.6666666666666667	0.6679506933744221	0.5852272727272727	0.8489583333333334	0.7819767441860466	0.7441860465116279	0.5860215053763441	0.66875	0.590625	0.884	0.75625	0.7346153846153847	0.5902255639097744	0.873015873015873	0.325	0.6359577922077922	0.532051282051282	0.5111111111111111	0.576923076923077	0.7111111111111111	0.6413793103448276	0.676923076923077	0.621374865735768	0.8167808219178082	0.5507518796992481	0.6807692307692308	0.63125	0.9310344827586207	0.7083333333333333	0.6397849462365591	0.5547945205479452	0.7	0.45	0.704225352112676	0.984	0.4468599033816425	0.39880952380952384	0.599624060150376	0.556	0.63125	0.6275862068965518	0.7444444444444445	0.6428571428571428	0.7380952380952382	0.4880952380952381
BLAST	0.4723260494537091	0.7000000000000001	0.555640243902439	0.7499362244897959	0.5606704080084939	0.6047368421052632	0.6847826086956521	0.3689655172413793	0.7304822043628014	0.6101190476190476	0.6569353070175439	0.6079040404040403	0.5822192513368984	0.5179245283018867	0.7566037735849056	0.5714912280701755	0.5967741935483871	0.550509337860781	0.6141518167090952	0.5571428571428572	0.6805555555555556	0.592	0.5673469387755102	0.3828125	0.5330762987012987	0.47062841530054644	0.5833333333333333	0.4595959595959596	0.6574603174603174	0.6071005917159763	0.5885416666666667	0.6250000000000001	0.6262392597488433	0.62	0.4637096774193548	0.7183779761904762	0.6414141414141414	0.6766409266409266	0.6270654329147389	0.6185185185185185	0.655577299412916	0.7250000000000001	0.5195694716242661	0.628852327447833	0.5404456654456654	0.41875	0.34523809523809523	0.44047619047619047	0.875	0.2828125	0.5085000000000001	0.4949494949494949	0.7186259920634921	0.5425248785003471	0.788109756097561	0.41304347826086957	0.5426136363636364	0.7882352941176471	0.16666666666666666	0.6937596302003082	0.6875	0.671875	0.6729651162790697	0.6613372093023256	0.7755376344086021	0.55625	0.528125	0.7600000000000001	0.75	0.7153846153846153	0.6268796992481203	0.5761904761904761	0.6	0.5367288961038961	0.5786324786324787	0.5722222222222222	0.5354700854700856	0.5259259259259259	0.4172413793103449	0.838034188034188	0.6705155746509129	0.5924657534246576	0.4849624060150376	0.6009615384615384	0.5734374999999999	0.5413793103448276	0.734375	0.47043010752688164	0.6421232876712328	0.6812499999999999	0.575	0.7417840375586855	0.56	0.6497584541062801	0.7619047619047619	0.6052631578947368	0.5880000000000001	0.475	0.5758620689655172	0.788888888888889	0.7023809523809523	0.7142857142857143	0.31547619047619047
PROTVEC	0.5425531914893618	0.4655172413793104	0.5594512195121951	0.7131377551020408	0.5214242378279994	0.6361403508771929	0.7356300663227708	0.306896551724138	0.6526980482204363	0.4761904761904762	0.5518092105263158	0.5654545454545454	0.622326203208556	0.4	0.7537735849056604	0.5905847953216373	0.521505376344086	0.4626485568760611	0.6375838926174496	0.5607142857142857	0.6638888888888889	0.64	0.5795918367346938	0.5104166666666666	0.6101866883116883	0.64275956284153	0.5650584795321638	0.3863636363636363	0.5319047619047619	0.6059171597633136	0.5520833333333333	0.5752840909090909	0.5869134170522141	0.6499999999999999	0.6908602150537635	0.5651041666666667	0.6544391281233386	0.7027027027027026	0.49008592200925316	0.5777777777777777	0.452054794520548	0.425	0.5826810176125246	0.5441412520064206	0.37606837606837606	0.625	0.6488095238095237	0.43452380952380953	0.6666666666666667	0.24062499999999998	0.5554444444444444	0.6212121212121212	0.7145337301587301	0.5328627632492479	0.3582317073170732	0.4891304347826087	0.5497159090909091	0.5401960784313726	0.12500000000000003	0.5238828967642527	0.5056818181818181	0.8281250000000001	0.8023255813953488	0.6933139534883721	0.5161290322580645	0.71875	0.578125	0.42800000000000005	0.54375	0.46923076923076923	0.7161654135338346	0.7492063492063491	0.29374999999999996	0.7228084415584416	0.547008547008547	0.5694444444444444	0.43803418803418803	0.7962962962962964	0.6689655172413793	0.6978632478632478	0.5652524167561761	0.9092465753424658	0.5883458646616541	0.6894230769230769	0.684375	0.896551724137931	0.84375	0.771505376344086	0.4863013698630137	0.78125	0.44375	0.5993740219092332	0.9400000000000001	0.41183574879227053	0.5833333333333333	0.7518796992481203	0.608	0.68125	0.6724137931034483	0.7	0.5416666666666667	0.7202380952380952	0.44047619047619047
APAAC	0.5258050603795286	0.693103448275862	0.46646341463414637	0.7067602040816326	0.5358334597300167	0.6047368421052631	0.7015475313190862	0.3586206896551724	0.6848450057405282	0.6726190476190477	0.5836074561403508	0.5540909090909092	0.589572192513369	0.5471698113207547	0.630188679245283	0.5611111111111111	0.5241935483870968	0.43590831918505946	0.5901411710252256	0.5321428571428571	0.6666666666666666	0.52	0.3673469387755101	0.5651041666666667	0.6231737012987013	0.6837431693989071	0.564327485380117	0.48737373737373735	0.45634920634920634	0.6272189349112427	0.3697916666666667	0.7599431818181819	0.7042300066093853	0.5519999999999999	0.6021505376344086	0.49032738095238093	0.6810207336523126	0.6505791505791506	0.4524124256444151	0.5111111111111111	0.4045988258317025	0.45625	0.461839530332681	0.5231942215088282	0.4523809523809524	0.50625	0.7380952380952381	0.5178571428571428	0.71875	0.2390625	0.5375555555555556	0.6186868686868686	0.7239583333333334	0.5222170793797731	0.538109756097561	0.5380434782608696	0.3963068181818182	0.5990196078431372	0.11309523809523811	0.600924499229584	0.5511363636363636	0.875	0.8081395348837209	0.7383720930232558	0.5268817204301075	0.60625	0.590625	0.452	0.5125	0.7576923076923077	0.8703007518796992	0.8603174603174604	0.36875	0.7073863636363636	0.5803418803418803	0.5111111111111111	0.5115384615384615	0.7148148148148148	0.5724137931034483	0.6841880341880342	0.5821697099892589	0.8287671232876712	0.5921052631578947	0.7125000000000001	0.6937500000000001	0.8999999999999999	0.7005208333333334	0.6666666666666667	0.5753424657534246	0.70625	0.45625000000000004	0.5821596244131455	0.9119999999999999	0.3816425120772946	0.6507936507936508	0.6541353383458648	0.56	0.6499999999999999	0.6827586206896552	0.6000000000000001	0.5238095238095238	0.7321428571428572	0.45238095238095244
